,ID,Título,Data de Publicação,Hora de Publicação,Descrição,Período de Referência,Fundos,Duração,Dimensão,Definição,Legendas,Conteúdo Licenciado,Licença de Uso,Tags,Privacidade,Canal,Visualizações,Likes,Favoritos,Comentários
59,0MJQFpgEtjo,"Fundos de CRIs (KNCR11, KNIP11, KNHY11 e KNSC11) - Resumo Mensal ref. Fevereiro.22",03/03/2022,20:52:42,"Balanço mensal do mês de Fevereiro de 2022 dos fundos de CRIs (KNCR11, KNIP11, KNHY11 e KNSC11) da Kinea.
Por Flávio Cagno, sócio e gestor dos fundos de CRI da Kinea, e Luis Filipe de Callis, RI dos fundos listados da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre os fundos de CRI da Kinea em:
Kinea Rendimentos (KNCR11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-rendimentos-kncr11/
Kinea Índices de Preços (KNIP11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-indices-de-precos-knip11/
Kinea High Yield (KNHY11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-high-yield-knhy11/
Kinea Securities (KNSC11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-securities-knsc11/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por nosso perfil @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Fevereiro/2022,"CRIs, KNCR11, KNIP11, KNHY11, KNSC11",02:52,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimento, investimentos, fundo, fundos, de, renda, imobiliária, fii, knri, knri11, KNCR11, KNIP11, knhy11, knsc11, cri, cris, fixa, renda fixa, rendimento, dinheiro, rentável, bom, melhor, bolsa, listado, investir, xp, xp inc, itaú, banco, bba, asset, verde, órama, orama, empiricus, economizar, economia, render, multiplicar, money, real, estate, private, equity, rentabilidade, dividendos, pagamento, mensal, anual, semestral, fundo com, cota, cotistas, valor, oferta, reforma, tributária, governo, impostos, finclass",Público,Kinea Investimentos,49647,151,0,0
60,QXLKKFippx0,Crédito Privado Kinea - Resumo Mensal ref. Fevereiro.22,27/02/2022,20:07:09,"Balanço mensal do mês de Fevereiro de 2022 do fundo Kinea Crédito Privado.

Por Ivan Fernandes, Gestor dos fundos de Crédito Privado da Kinea e Marcela Pereira, da área de relacionamento com investidores.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/​
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kine...​

Mais informações sobre os fundos de previdência Kinea em:
Kinea Cred Privado: https://www.kinea.com.br/fundos/fundo...​
Kinea Prev XTR: https://www.kinea.com.br/fundos/prev-...​
Kinea Prev Apolo: https://www.kinea.com.br/fundos/fundo...​
Kinea Prev RF: https://www.kinea.com.br/fundos/prev-...​
Kinea Prev MM: https://www.kinea.com.br/fundos/prev/​
Kinea Prev Ações: https://www.kinea.com.br/fundos/fundo...​

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/​
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Fevereiro/2022,Crédito Privado,03:21,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, dinheiro, melhor, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimentos, fundo de investimento, xp, xp inc, orama, toro, verde, poupança, cdi, ipca, performance, real, dólar, rentabilidade, ganhar, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra, crédito, privado, crédito privado, me poupe, live, #CartadoGestor, #CréditoPrivado",Público,Kinea Investimentos,46005,22,0,0
61,sxjDQ2tYEqo,Fundos Renda Fixa Kinea - Resumo Mensal ref. Fevereiro.22,26/02/2022,00:07:29,"Balanço mensal do mês de Fevereiro de 2022 dos fundos de Renda Fixa da Kinea.

Por Roberto Elaiuy, gestor dos fundos de Renda Fixa, e Macela Pereira, da área de relacionamento com investidores da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kinea-investimentos/

Mais informações sobre os fundos de renda fixa Kinea em:
Kinea RF Absoluto: https://www.kinea.com.br/fundos/fundo-renda-fixa-kinea-rf-absoluto/
Kinea Prev RF: https://www.kinea.com.br/fundos/prev-rf-ativo/

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Fevereiro/2022,Renda Fixa,03:35,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, renda, fixa, renda fixa, dinheiro, melhor, bolsa de valores, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimento, xp, xp inc, orama, toro, verde, natalia, arcuri, poupe, poupança, cdi, ipca, performance, real, dólar, rentabilidade, ganhar, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra, #CartadoGestor, #RendaFixa",Público,Kinea Investimentos,26750,23,0,0
62,AvG0FdLS1uY,Fundos de Ações Kinea - Resumo Mensal ref. Fevereiro.22,26/02/2022,00:04:58,"Balanço mensal do mês de Fevereiro de 2022 dos fundos de ações da Kinea.
Por Rafael Oliveira, gestor dos fundos de ações, e Marcela Pereira, da área de relacionamento com investidores da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre os fundos de ações da Kinea em:
Kinea Gama: https://www.kinea.com.br/fundos/fundo-acoes-gama/
Kinea Prev Ações: https://www.kinea.com.br/fundos/fundo-prev-acoes/
Kinea Prev Ações XP: https://www.kinea.com.br/fundos/fundo-prev-acoes-xp/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Fevereiro/2022,Ações,02:04,2D,HD,False,False,YouTube,"ações, kinea, kinea investimentos, investimentos, ação, bolsa, valores, b3, fundo, fundos, moeda, valor, atlas, kinea atlas, kinea gama, gama, kinea prev, prev, multimercados, bolsa de valores, dinheiro, melhor, stock, options, macro, global, carteira, posições, posição, rendimento, grana, xp, btg, itaú, bradesco, santander, gerenciar, multiplicar, render, ganhar, mais, primo, rico, ficar, empiricus, recomendação, recomendada, toro, orama, verde, asset, gestora, gestor, selic, totvs, inflação, ipca, juros, cdi, meta, benchmark, #cartadogestor",Público,Kinea Investimentos,29129,21,0,0
63,hgvYPiH5XCU,Fundos Multimercados Kinea - Resumo Mensal ref. Fevereiro.22,26/02/2022,00:02:50,"Balanço mensal do mês de Fevereiro de 2022 dos fundos multimercados da Kinea. Por Marco Freire, sócio e gestor dos fundos líquidos, e Ivan Simão, head da área de RI da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kine...

Mais informações sobre os fundos multimercados Kinea em:
Kinea Atlas (II): https://www.kinea.com.br/fundos/fundo...
Kinea Chronos: https://www.kinea.com.br/fundos/fundo...
Kinea Apolo: https://www.kinea.com.br/fundos/fundo...
Kinea Prev XTR: https://www.kinea.com.br/fundos/prev-...
Kinea Prev MM: https://www.kinea.com.br/fundos/prev/
Kinea Prev Apolo: https://www.kinea.com.br/fundos/fundo...

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Fevereiro/2022,Multimercados,06:09,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, dinheiro, melhor, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimentos, fundo de investimento, xp, orama, toro, verde, poupança, cdi, ipca, performance, real, dólar, rentabilidade, ganhar, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra, crédito, privado, crédito privado, me poupe, live, #cartadogestor, #multimercados, #multimercado",Público,Kinea Investimentos,36627,58,0,0
64,IqHt_tYHK6k,Fundo Kinea Crédito Agro - FIAGRO (KNCA11) - Resumo Mensal ref. Fevereiro.22,25/02/2022,20:43:19,"Balanço mensal do mês de Fevereiro de 2022 do fundo de Crédito Agro FIAGRO (KNCA11) da Kinea. Fundo de CRA - Certificados de Recebíveis do Agronegócio.

Por Felipe Greco, do time de gestão dos fundos de CRA da Kinea, e Luis Filipe de Callis, RI dos fundos listados da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre o fundos de CRA da Kinea:
https://www.kinea.com.br/fundos/kinea-agro-knca11/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por nosso perfil @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Fevereiro/2022,KNCA11,03:17,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimento, investimentos, fundo, fundos, de, renda, imobiliária, fii, KNCR11, KNIP11, knhy11, knsc11, cri, cris, fixa, renda fixa, rendimento, dinheiro, rentável, bom, melhor, bolsa, listado, investir, xp, xp inc, itaú, banco, bba, asset, verde, órama, orama, empiricus, economizar, economia, render, multiplicar, money, real, estate, private, equity, rentabilidade, dividendos, pagamento, mensal, anual, semestral, cota, cotistas, valor, oferta, governo, impostos, finclass, CRA, agro, fiagro, agronegócio, agronegócios",Público,Kinea Investimentos,49787,73,0,0
65,2bQJ-f7gyzE,KFOF11 - Resumo Mensal do Kinea FOF FII ref. Janeiro.22,03/02/2022,18:14:32,"Balanço mensal do mês de Janeiro de 2022 do fundo Kinea Fundo de Fundos FII (KFOF11).

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Por Lucas Simon, gestor do fundo e Luis Filipe de Callis, da área de Relacionamento com Investidores da Kinea.
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre o fundo em:
Kinea Fundo de Fundos FII (KFOF11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-fof-fii-kfof11/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos 

Procure pelo podcast Kinea nas principais plataformas de podcast.

Busque por nosso perfil @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Janeiro/2022,KFOF11,02:34,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, fundo, fundos, fundo de investimentos, imobiliário, imobiliários, fundos imobiliários, fundo imobiliário, investir, dinheiro, rende, renda, kinea renda, imobiliária, rendimento, bolsa, imóveis, prédio, comercial, galpão, logístico, investimento, render, grana, money, rentabilidade, performance, primo, rico, infomoney, valor, economia, econômico, santander, itaú, bradesco, personallité, caixa, bb, banco do brasil, xp, orama, mercado, btg, kfof, fundo de fundos, #CartadoGestor, #kfof11",Público,Kinea Investimentos,381,34,0,0
66,bihTR9-A5uM,Fundo Kinea Crédito Agro - FIAGRO (KNCA11) - Resumo Mensal ref. Janeiro.22,03/02/2022,15:14:46,"Balanço mensal do mês de Janeiro de 2022 do fundo de Crédito Agro FIAGRO (KNCA11) da Kinea. Fundo de CRA - Certificados de Recebíveis do Agronegócio.

Por Flávio Cagno, sócio e gestor dos fundos de CRI e CRA da Kinea, e Luis Filipe de Callis, RI dos fundos listados da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre o fundos de CRA da Kinea:
https://www.kinea.com.br/fundos/kinea-agro-knca11/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por nosso perfil @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Janeiro/2022,KNCA11,02:55,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimento, investimentos, fundo, fundos, de, renda, imobiliária, fii, KNCR11, KNIP11, knhy11, knsc11, cri, cris, fixa, renda fixa, rendimento, dinheiro, rentável, bom, melhor, bolsa, listado, investir, xp, xp inc, itaú, banco, bba, asset, verde, órama, orama, empiricus, economizar, economia, render, multiplicar, money, real, estate, private, equity, rentabilidade, dividendos, pagamento, mensal, anual, semestral, cota, cotistas, valor, oferta, governo, impostos, finclass, CRA, agro, fiagro, agronegócio, agronegócios",Público,Kinea Investimentos,58448,94,0,0
67,pkF4hJaIQYU,"Fundos de CRIs (KNCR11, KNIP11, KNHY11 e KNSC11) - Resumo Mensal ref. Janeiro.22",02/02/2022,23:03:35,"Balanço mensal do mês de Janeiro de 2022 dos fundos de CRIs (KNCR11, KNIP11, KNHY11 e KNSC11) da Kinea.
Por Flávio Cagno, sócio e gestor dos fundos de CRI da Kinea, e Luis Filipe de Callis, RI dos fundos listados da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre os fundos de CRI da Kinea em:
Kinea Rendimentos (KNCR11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-rendimentos-kncr11/
Kinea Índices de Preços (KNIP11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-indices-de-precos-knip11/
Kinea High Yield (KNHY11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-high-yield-knhy11/
Kinea Securities (KNSC11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-securities-knsc11/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por nosso perfil @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Janeiro/2022,"CRIs, KNCR11, KNIP11, KNHY11, KNSC11",04:31,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimento, investimentos, fundo, fundos, de, renda, imobiliária, fii, knri, knri11, KNCR11, KNIP11, knhy11, knsc11, cri, cris, fixa, renda fixa, rendimento, dinheiro, rentável, bom, melhor, bolsa, listado, investir, xp, xp inc, itaú, banco, bba, asset, verde, órama, orama, empiricus, economizar, economia, render, multiplicar, money, real, estate, private, equity, rentabilidade, dividendos, pagamento, mensal, anual, semestral, fundo com, cota, cotistas, valor, oferta, reforma, tributária, governo, impostos, finclass",Público,Kinea Investimentos,36884,129,0,0
68,KbzhEiq77mY,Fundo de Infraestrutura KDIF11 - Resumo Mensal do Kinea Infra ref. Janeiro.22,02/02/2022,22:46:14,"Balanço mensal do mês de Janeiro de 2022 do fundo Kinea Infra (KDIF11).
Por Aymar Almeida, sócio e gestor do fundo de Infraestrutura e Luis Filipe de Callis, relacionamento com investidores da Kinea.

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kinea-investimentos/

Mais informações sobre o fundo em:
Kinea Infra (KDIF11): https://www.kinea.com.br/fundos/infra-kdif11/ 

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Janeiro/2022,KDIF11,02:53,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, fundo, fundos, fundo de investimentos, investir, dinheiro, rende, renda, kinea renda, imobiliária, rendimento, bolsa, imóveis, prédio, comercial, investimento, render, grana, money, rentabilidade, performance, primo, rico, infomoney, valor, economia, econômico, santander, itaú, bradesco, personallité, caixa, bb, banco do brasil, xp, orama, mercado, btg, kdif11, kdif, infra, infraestrutura, fundo de infra, kdif 11, fundos de infraestrutura, energia, #cartadogestor, #infraestrutura",Público,Kinea Investimentos,55256,81,0,0
